CountryID,Country Name,WEBNAME,Region,World Rank,Region Rank,Score 2013,Change in Yearly Score from 2012,Property Rights,Change in Property Rights from 2012,Freedom from Corruption,Change in Freedom from Corruption from 2012,Fiscal Freedom ,Change in Fiscal Freedom from 2012,Gov't Spending,Change in Gov't Spending from 2012,Business Freedom,Change in Business Freedom from 2012,Labor Freedom,Change in Labor Freedom from 2012,Monetary Freedom,Change in Monetary Freedom from 2012,Trade Freedom,Change in Trade Freedom from 2012,Investment Freedom ,Change in Investment Freedom from 2012,Financial Freedom,Change in Financial Freedom from 2012,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,Gov't Expenditure % of GDP ,Country,Population (Millions),"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),FDI Inflow (Millions),Public Debt (% of GDP)
79,Israel,Israel,Middle East / North Africa,51,6,66.9,-0.9,70,0,58,-3,60.2,-3.9,39.3,-1.7,66.1,1.7,63.7,-1.4,78.6,-0.4,83,-0.6,80,0,70,0,3.5,48,25,32.4,45,Israel,7.6,$235.20 ,4.7,4,"$30,975 ",6.9,3.5,"$11,374.10 ",74.3
80,Italy,Italy,Europe,83,36,60.6,1.8,50,0,39,0,55.5,0.5,25.3,5.9,76.9,-0.5,52,9,80.2,-1.8,86.8,-0.3,80,5,60,0,1.6,43,27.5,43,49.9,Italy,60.6,"$1,847.00 ",0.4,-0.6,"$30,464 ",10.7,2.9,"$29,059.40 ",120.1
81,Jamaica,Jamaica,South and Central America / Caribbean,52,9,66.8,1.7,40,0,33,0,77.5,2,67.7,9,84.3,-0.4,69.3,-0.3,76.1,3.7,75,2.9,85,0,60,0,7.5,25,33.3,22.7,32.8,Jamaica,2.7,$24.80 ,1.5,-0.5,"$9,029 ",12.6,7.5,$242.20 ,139
82,Japan,Japan,Asia-Pacific,24,6,71.8,0.2,80,0,80,2,69.2,2.1,45,-2,81.3,-0.5,80.3,-1.1,90.6,1.7,81.8,0,60,0,50,0,1.6,40,25.5,28.8,42.8,Japan,127.8,"$4,440.40 ",-0.7,-0.2,"$34,740 ",4.2,-0.3,"($1,758.30)",229.8
83,Jordan,Jordan,Middle East / North Africa,33,4,70.4,0.5,60,5,45,-2,93.6,0.1,68.8,1.8,69.2,-0.3,75.5,-0.2,82,0.8,79.6,0,70,0,60,0,5.2,14,14,15.9,32.3,Jordan,6.3,$36.90 ,2.5,5.1,"$5,900 ",12.3,4.4,"$1,469.00 ",69.8
84,Kazakhstan,Kazakhstan,Asia-Pacific,68,11,63,-0.6,35,-5,27,-2,93.2,2.8,84.5,1.1,71.8,-1.1,88.4,-0.3,72.2,0.4,78.2,-1.4,30,0,50,0,3.4,10,20,13.4,22.8,Kazakhstan,16.7,$216.80 ,7.5,5.6,"$13,001 ",5.4,8.3,"$12,910.50 ",10.9
85,Kenya,Kenya,Sub-Saharan Africa,114,18,55.9,-1.6,30,0,22,1,77.5,-0.2,73.5,-1.8,58,-3.7,57.1,-6.2,73.8,-5.3,66.7,0,50,0,50,0,9.2,30,30,21.3,29.7,Kenya,40.9,$71.40 ,5,4.3,"$1,746 ",40,14,$335.20 ,48.9
86,Kiribati,Kiribati,Asia-Pacific,163,36,45.9,-1,30,0,31,-1,71.2,-1.2,0,0,59.2,-2,78.5,-7,78.4,1.1,55.4,0,25,0,30,0,17.3,35,35,20.7,85.9,Kiribati,0.1,$0.60 ,1.8,-0.3,"$5,722 ",N/A,2.8,$3.90 ,10
87,"Korea, North",NorthKorea,Asia-Pacific,177,41,1.5,0.5,5,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,,,,,"Korea, North",24.5,N/A,N/A,N/A,N/A,N/A,N/A,$55.00 ,N/A
88,"Korea, South",SouthKorea,Asia-Pacific,34,8,70.3,0.4,70,0,54,0,73,0.2,72.8,5.6,93.6,0,48.7,-1,77.9,-1,72.6,0,70,0,70,0,8.7,38.5,24.2,25.1,30.1,"Korea, South",49,"$1,554.10 ",3.6,3.5,"$31,714 ",3.4,4,"$4,660.90 ",34.1
89,Kuwait,Kuwait,Middle East / North Africa,66,7,63.1,0.6,50,0,46,1,99.9,0,61.5,14.3,57.7,-4.1,62.8,-0.7,71.6,0.3,76.8,-4.8,55,0,50,0,4.1,0,0,2,35.8,Kuwait,3.7,$153.50 ,8.2,3.1,"$41,691 ",N/A,4.7,$398.60 ,7.3
90,Kyrgyz Republic,KyrgyzRepublic,Asia-Pacific,89,15,59.6,-0.6,20,0,21,1,94.8,1.7,56.4,-10.1,73.2,-0.9,88.6,-0.3,66.7,-4.3,75.4,12.2,50,-5,50,0,2.3,10,10,17.9,38.1,Kyrgyz Republic,5.5,$13.10 ,5.7,4.8,"$2,372 ",8.6,16.6,$693.50 ,52.4
91,Laos,Laos,Asia-Pacific,144,33,50.1,0.1,15,0,22,1,79.7,-0.1,85.8,-0.8,62.1,0.5,54.7,-1,73,-3.9,58.7,0,30,5,20,0,13.2,25,35,13.3,21.8,Laos,6.6,$17.40 ,8.3,7.9,"$2,659 ",2.5,8.7,$450.00 ,57.4
92,Latvia,Latvia,Europe,55,25,66.5,1.3,50,0,42,-1,84.4,0.1,53.6,9.8,75.7,-0.2,64.4,5.3,78.3,-0.8,86.8,-0.3,80,0,50,0,1.6,25,15,26.7,39.3,Latvia,2.2,$34.90 ,5.5,-1.7,"$15,662 ",15.4,4.2,"$1,562.10 ",37.8
93,Lebanon,Lebanon,Middle East / North Africa,91,10,59.5,-0.6,20,-5,25,0,90.8,0,74.6,6.4,50.3,-3.6,57.2,-3.4,76.5,-0.4,80.4,0,60,0,60,0,4.8,20,15,17.2,29.1,Lebanon,4,$61.40 ,1.5,6.7,"$15,523 ",N/A,5,"$3,200.00 ",136.2
94,Lesotho,Lesotho,Sub-Saharan Africa,155,38,47.9,1.3,40,0,35,0,48.2,-0.9,0,0,63.7,6.2,62.8,-2.2,75.7,0.2,69.1,0,45,10,40,0,10.5,35,25,57.7,62.1,Lesotho,1.9,$3.80 ,4.2,4.6,"$1,960 ",N/A,5.6,$52.00 ,39.6
95,Liberia,Liberia,Sub-Saharan Africa,147,33,49.3,0.7,30,0,32,-1,76.6,0,77.8,3,56.5,0.6,47.2,-3.4,72,0.2,61.4,7.6,20,0,20,0,11.8,35,25,22.2,27.2,Liberia,3.9,$1.80 ,6.4,5.7,$456 ,N/A,8.5,$508.00 ,13.9
96,Libya,Libya,Middle East / North Africa,N/A,N/A,N/A,N/A,10,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.8,N/A,85,N/A,10,N/A,20,N/A,0,15,20,4.8,N/A,Libya,6.5,$37.50 ,-61,-14.7,"$5,787 ",N/A,14.1,$0.00 ,N/A
97,Liechtenstein,Liechtenstein,Europe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70,N/A,N/A,N/A,N/A,N/A,90,N/A,N/A,N/A,80,N/A,0,,12.5,,,Liechtenstein,0.036,$4.50 ,-0.5,N/A,"$124,485 ",2.2,0.7,N/A,N/A
98,Lithuania,Lithuania,Europe,22,12,72.1,0.6,60,0,48,-2,92.8,-0.8,53.6,11.9,77.6,-1.6,64.1,-0.5,78.3,-1,86.8,-0.3,80,0,80,0,1.6,15,15,16.5,39.3,Lithuania,3.3,$61.60 ,5.9,0.7,"$18,856 ",15.4,4.1,"$1,217.10 ",39
99,Luxembourg,Luxembourg,Europe,15,6,74.2,-0.3,90,0,85,0,65,1.4,47.1,0.5,74.8,-1.1,39,-1.9,79.3,-2,86.8,-0.3,95,0,80,0,1.6,41,21.8,36.7,42,Luxembourg,0.5,$41.20 ,1,1.1,"$80,119 ",5.2,3.4,"$17,530.10 ",20.8
100,Macau,Macau,Asia-Pacific,26,7,71.7,-0.1,60,0,51,1,73.5,-2.3,91.5,3.4,60,0,55,0,81.3,-2.9,90,0,85,0,70,0,0,12,39,31.4,16.8,Macau,0.57,$28.70 ,26.4,N/A,"$48,923 ",2.9,5.8,"$4,365 ",0
101,Macedonia,Macedonia,Europe,43,21,68.2,-0.3,35,0,39,-2,91.4,0.2,69.1,2.4,80.3,-0.6,78.4,-1.9,84,-2.1,84.6,1,60,0,60,0,2.7,10,10,25.7,32.1,Macedonia,2.1,$21.30 ,3,3,"$10,367 ",31.4,3.9,$421.90 ,28.1
102,Madagascar,Madagascar,Sub-Saharan Africa,73,5,62,-0.4,40,0,30,4,90,1.7,94.6,1,63.5,-7.6,47.4,-3.4,74.9,-1.1,74.6,1.1,55,0,50,0,7.7,21,21,10.8,13.5,Madagascar,21.9,$20.40 ,0.5,2,$934 ,N/A,10.6,$907.40 ,5.7
103,Malawi,Malawi,Sub-Saharan Africa,118,20,55.3,-1.1,40,-5,30,-4,78.4,-0.9,60,-2.2,41.1,-0.9,58.8,0.6,72.5,-0.1,71.8,0.9,50,0,50,0,6.6,30,30,19.1,36.5,Malawi,16.2,$13.90 ,5.5,7.8,$860 ,N/A,7.6,$56.30 ,42.5
104,Malaysia,Malaysia,Asia-Pacific,56,9,66.1,-0.3,55,5,43,-1,85.1,0.6,73.5,1,79.9,1.8,72.3,-7,79.8,-1.8,77,-1.8,45,0,50,0,4,26,25,13.8,29.7,Malaysia,28.7,$447.30 ,5.1,4.3,"$15,568 ",3.1,3.2,"$11,966.00 ",52.6
105,Maldives,Maldives,Asia-Pacific,149,34,49,-0.2,25,0,25,2,98.8,0.8,14.5,14.5,88.7,-1,64,-7.9,70.4,-4.9,43.7,0,30,-5,30,0,20.6,0,0,11,53.4,Maldives,0.3,$2.80 ,7.4,6.1,"$8,731 ",14.5,12.1,$281.60 ,69.1
106,Mali,Mali,Sub-Saharan Africa,111,17,56.4,0.6,30,0,28,1,69.6,9.5,83.9,4,50.1,-0.7,64.6,-1.9,79.9,-0.8,73.2,0,45,-5,40,0,8.4,40,35,14.6,23.2,Mali,15.9,$17.90 ,2.7,4.4,"$1,128 ",N/A,3.1,$177.80 ,30.6
107,Malta,Malta,Europe,47,23,67.5,0.5,75,5,56,0,61.2,-6.6,44.1,0.3,61.1,-8.9,65.4,5.4,80.4,-0.1,86.8,-0.3,85,10,60,0,1.6,35,35,37.8,43.2,Malta,0.4,$10.80 ,2.1,2,"$25,428 ",6.4,2.4,$538.50 ,70.9
108,Mauritania,Mauritania,Sub-Saharan Africa,134,28,52.3,-0.7,25,0,24,1,80.3,-0.2,74.7,2.8,43.3,-8,51.1,-2.1,75.1,-0.4,64.8,-5.1,45,5,40,0,10.1,33,25,16,29.1,Mauritania,3.3,$7.10 ,3.6,2.4,"$2,179 ",35,5.7,$45.20 ,92.4
109,Mauritius,Mauritius,Sub-Saharan Africa,8,1,76.9,-0.1,70,5,51,-3,92.1,0.2,81.9,-1.5,78.2,-0.5,72.3,1.9,75.4,-2.9,87.9,0,90,0,70,0,1.1,15,15,18.5,24.6,Mauritius,1.3,$19.30 ,4.1,4.5,"$14,954 ",7.8,6.5,$273.40 ,50.6
110,Mexico,Mexico,North America,50,3,67,1.7,50,0,30,-1,81.1,0.4,79.4,1.1,81.4,-0.6,59.7,-1.6,77.7,1.2,80.6,7.7,70,10,60,0,2.2,30,30,9.6,26.2,Mexico,113.7,"$1,661.60 ",4,1.4,"$14,610 ",5.3,3.4,"$19,554.40 ",43.8
111,Micronesia,Micronesia,Asia-Pacific,143,32,50.1,-0.6,30,0,30,0,97.5,-0.1,0,-3.9,54.1,-2.9,82.5,-1.2,76.1,2.7,81,0,20,0,30,0,4.5,10,3,11.9,66.9,Micronesia,0.1,$0.20 ,1.4,N/A,"$2,237 ",N/A,7.9,$7.80 ,N/A
112,Moldova,Moldova,Europe,115,39,55.5,1.1,40,0,29,0,87.2,0.7,50.1,11.4,69.7,-0.3,40.9,-0.8,73.4,-1,80,1,35,0,50,0,2.5,18,0,31,40.8,Moldova,3.6,$12.00 ,6.4,3.5,"$3,373 ",6.7,7.7,$274.00 ,23.4
113,Mongolia,Mongolia,Asia-Pacific,75,12,61.7,0.2,30,0,27,0,82.5,-6,62.6,-0.2,70.4,2.7,79.2,4.7,75.6,1.3,79.8,0,50,0,60,0,5.1,10,25,31.9,35.3,Mongolia,2.8,$13.30 ,17.3,8.1,"$4,744 ",9.9,9.5,"$4,714.60 ",41.3
114,Montenegro,Montenegro,Europe,70,33,62.6,0.1,40,0,40,3,92.4,1.1,41.5,9.8,72.7,3.5,71.4,-14.7,79.9,-1.3,83,-0.6,55,0,50,0,3.5,9,9,24.4,44.2,Montenegro,0.6,$7.20 ,2.5,3.2,"$11,545 ",11.5,3.1,$558.10 ,45.8
115,Morocco,Morocco,Middle East / North Africa,90,9,59.6,-0.6,40,0,34,0,71.4,1.7,64.3,-10.5,76.4,-0.8,30.1,2.5,78.9,1,70.8,-4.9,70,5,60,0,7.1,38,30,22.8,34.5,Morocco,32.2,$162.60 ,4.3,4.2,"$5,052 ",8.9,0.9,"$2,519.10 ",54.4
116,Mozambique,Mozambique,Sub-Saharan Africa,123,22,55,-2.1,30,0,27,0,76.2,-0.9,64.5,-4.8,63.9,-2.9,37.9,-1.8,74.7,-0.1,75.4,-5.7,50,-5,50,0,4.8,32,32,18.1,34.4,Mozambique,22,$23.90 ,7.1,6.9,"$1,085 ",N/A,10.4,"$2,093.50 ",33.2
117,Namibia,Namibia,Sub-Saharan Africa,84,9,60.3,-1.6,30,0,44,0,66.4,0.7,71.5,-1.5,68.4,-2.4,76.7,-8.3,74.9,0.5,81.5,-5,50,0,40,0,1.8,37,34,28.9,30.8,Namibia,2.1,$15.70 ,3.6,3.7,"$7,363 ",51.2,5.8,$899.70 ,21.9
118,Nepal,Nepal,Asia-Pacific,141,31,50.4,0.2,30,0,22,0,85.8,-0.2,89.2,1.1,57.2,3.6,44.3,-1.1,75.1,0.2,60.8,-0.7,10,0,30,0,12.1,25,25,13.2,18.9,Nepal,28.5,$37.80 ,3.5,4.4,"$1,328 ",46,9.6,$95.50 ,34.1
119,Netherlands,Netherlands,Europe,17,8,73.5,0.2,90,0,89,1,52.1,0.9,24.7,3.8,83,1.1,58.6,-1.4,81.1,-2.5,86.8,-0.3,90,0,80,0,1.6,52,25,38.2,50.1,Netherlands,16.7,$704.00 ,1.3,1,"$42,183 ",5.3,2.5,"$17,129.40 ",66.2
120,New Zealand,NewZealand,Asia-Pacific,4,4,81.4,-0.7,95,0,95,2,71.5,-0.1,33.2,-11.8,99.9,0,89.5,-0.4,83.3,-1.9,86.8,0,80,5,80,0,1.6,33,28,31.3,47.2,New Zealand,4.4,$122.20 ,1.4,0.7,"$27,668 ",6.6,4,"$3,369.20 ",37
121,Nicaragua,Nicaragua,South and Central America / Caribbean,110,21,56.6,-1.3,15,0,25,0,78.7,1.6,65.1,-17.9,51.2,0,62.2,-1.2,73.2,-0.8,85.4,0.5,60,5,50,0,2.3,30,30,18.3,34.1,Nicaragua,5.9,$18.90 ,4.7,2.8,"$3,206 ",8,8.1,$967.90 ,72
122,Niger,Niger,Sub-Saharan Africa,128,26,53.9,-0.4,30,0,25,-1,77,0.1,80.1,-0.4,35.2,-0.7,39.3,-1.5,85.4,-1,71.7,0,55,0,40,0,9.1,35,30,13.3,25.8,Niger,15.1,$11.60 ,2.3,4.3,$771 ,N/A,2.9,"$1,013.60 ",18.9
123,Nigeria,Nigeria,Sub-Saharan Africa,120,21,55.1,-1.2,30,0,24,0,82.6,-1.7,74.6,2.3,55.7,0.1,67.2,-13.4,73.3,1.3,63.9,0,40,0,40,0,10.6,24,30,16.3,29.1,Nigeria,160.3,$413.40 ,7.2,7,"$2,578 ",21,10.8,"$8,915.00 ",17.9
124,Norway,Norway,Europe,31,16,70.5,1.7,90,0,90,4,51,-1.5,40.3,5,92.6,4.2,44.7,-1.6,76.9,1.8,89.3,0,70,5,60,0,0.4,47.8,28,42.8,44.6,Norway,5,$265.90 ,1.7,0.7,"$53,471 ",3,1.3,"$3,568.80 ",49.6
125,Oman,Oman,Middle East / North Africa,45,5,68.1,0.2,50,0,48,-5,98.5,0.1,69.1,15.5,68.1,-0.1,80.9,-4.2,72.7,0.6,78.7,-5,55,0,60,0,3.2,0,12,3.1,32.1,Oman,3.1,$81.80 ,5.5,5.7,"$26,519 ",N/A,4,$788.00 ,5.1
126,Pakistan,Pakistan,Asia-Pacific,121,24,55.1,0.4,30,0,25,2,80.5,-0.1,89,0.9,70.7,0.7,47.9,0.1,67,0.7,66,0,35,0,40,0,9.5,25,35,10.1,19.1,Pakistan,175.3,$488.60 ,2.4,3.7,"$2,787 ",5.6,13.7,"$1,327.00 ",60.1
127,Panama,Panama,South and Central America / Caribbean,71,13,62.5,-2.7,30,-10,33,-3,86.2,1.6,77.8,-10.4,72.5,-1.9,40.1,-1.4,75.9,-1.9,74.8,0,65,0,70,0,7.6,25,25,11.4,27.2,Panama,3.6,$50.60 ,10.6,8.8,"$14,097 ",4.5,5.9,"$2,789.80 ",37.8
128,Papua New Guinea,PapuaNewGuinea,Asia-Pacific,130,26,53.6,-0.2,20,0,22,1,67.4,-0.9,72.3,-0.3,58.3,-0.7,73.4,-0.6,72.4,-0.8,85,0.2,35,0,30,0,2.5,42,30,24.4,30.4,Papua New Guinea,6.7,$16.90 ,8.9,7.3,"$2,532 ",1.9,8.4,($309.20),25.2
129,Paraguay,Paraguay,South and Central America / Caribbean,80,15,61.1,-0.7,30,0,22,0,95.9,-1,85.4,-3.1,59.1,-0.7,25.6,-1.6,79.8,-1.6,82.7,0,70,0,60,0,3.7,10,10,14.5,22.1,Paraguay,6.5,$35.30 ,3.8,5.3,"$5,413 ",6.6,6.6,$303.00 ,13.7
130,Peru,Peru,South and Central America / Caribbean,44,7,68.2,-0.5,40,0,34,-1,79.9,0.2,89.1,-1.8,72.3,0.3,67.1,-1.4,84.3,-1.2,85,0,70,0,60,0,2.5,30,30,14.5,19.1,Peru,30,$302.00 ,6.9,7,"$10,062 ",7.9,3.4,"$8,232.60 ",21.6
131,Philippines,Philippines,Asia-Pacific,97,17,58.2,1.1,30,0,26,2,79.3,0.2,90.2,0.5,53.1,-1.2,51,-0.7,76.6,-0.5,75.5,0,50,10,50,0,4.8,32,30,12.1,18.1,Philippines,95.9,$390.40 ,3.7,4.6,"$4,073 ",7,4.8,"$1,262.00 ",40.5
132,Poland,Poland,Europe,57,26,66,1.8,60,0,55,2,76,1.6,43,2.7,64,2.6,62.9,1.6,77.7,-1.4,86.8,-0.3,65,0,70,10,1.6,32,19,31.8,43.6,Poland,37.9,$771.70 ,4.4,4.3,"$20,334 ",10.1,4.3,"$15,138.80 ",55.4
133,Portugal,Portugal,Europe,67,31,63.1,0.1,70,0,61,1,61.6,2.6,28.3,2.8,82.8,-0.2,31,-1.5,79.4,-3.2,86.8,-0.3,70,0,60,0,1.6,46.5,26.5,31.3,48.9,Portugal,10.7,$249.00 ,-1.5,-0.1,"$23,361 ",15.9,3.6,"$10,344.00 ",106.8
134,Qatar,Qatar,Middle East / North Africa,27,2,71.3,0,70,0,72,-5,99.8,0.1,81.2,7.6,69.4,-0.3,63.4,-4.5,80.3,3.2,82.5,0,45,0,50,0,3.8,0,0,4.9,25.1,Qatar,1.8,$182.00 ,18.8,16.6,"$102,943 ",0.4,2,($86.80),31.5
135,Romania,Romania,Europe,59,28,65.1,0.7,40,0,36,-1,87.9,0.5,62.2,7.1,70.4,-0.1,63.5,0.9,74.7,0.4,86.8,-0.3,80,0,50,0,1.6,16,16,26.5,35.5,Romania,21.4,$267.20 ,2.5,1.4,"$12,476 ",5.1,5.8,"$2,670.40 ",33
136,Russia,Russia,Europe,139,41,51.1,0.6,25,0,24,3,86.9,4.4,54.4,5.8,69.2,4.1,52.6,-10.9,66.7,0.4,77.4,9.2,25,0,30,-10,3.8,13,20,27.2,39,Russia,142.4,"$2,383.40 ",4.3,2.8,"$16,736 ",6.6,8.4,"$52,878.00 ",9.6
137,Rwanda,Rwanda,Sub-Saharan Africa,63,3,64.1,-0.8,30,-5,50,10,80.4,3.2,75.9,-2.6,65.6,-8,80.3,-11.1,75.5,0.3,78,0,65,5,40,0,6,30,30,12.6,28.3,Rwanda,10.2,$13.70 ,8.8,7.4,"$1,341 ",N/A,5.7,$106.00 ,23.4
138,Saint Lucia,SaintLucia,South and Central America / Caribbean,32,2,70.4,-0.9,70,0,70,0,76.9,2.8,63.6,-4.1,85.3,0.6,76.4,-7.1,84.7,-1.1,71.9,0,65,0,40,0,9,30,30,22.5,34.8,St. Lucia,0.2,$2.10 ,0.2,1.9,"$12,607 ",N/A,2.8,$75.80 ,71.9
139,Saint Vincent and The Grenadines,SaintVincentGrenadines,South and Central America / Caribbean,54,11,66.7,0.2,70,0,58,-6,74.2,2.7,67.1,6.4,77.6,0.2,76.6,-0.1,80.3,-0.8,73.3,0,50,0,40,0,8.4,32.5,32.5,21.6,33.1,St. Vincent and the Grenadines,0.1,$1.30 ,-0.4,-0.4,"$11,491 ",N/A,3.2,$135.10 ,71.4
140,Samoa,Samoa,Asia-Pacific,106,19,57.1,-3.4,60,0,39,-2,80.6,0.3,34.3,-27,72.4,-0.5,80.4,-1.9,78.5,1.5,66,-4,30,0,30,0,12,27,27,21.9,46.8,Samoa,0.2,$1.10 ,2.1,0.6,"$5,965 ",N/A,2.9,$12.00 ,53.6
141,Sao Tome and Principe,SaoTomePrincipe,Sub-Saharan Africa,153,36,48,-2.2,20,-10,30,0,86.9,-0.1,45.3,-3.8,53.5,0.3,38.6,-7.5,66,1.4,60,-6.6,50,5,30,0,15,20,25,17,42.7,SÜo Tom_ and PrÕncipe,0.2,$0.40 ,4.9,4.9,"$2,252 ",N/A,14.3,$18.00 ,74.4
142,Saudi Arabia,SaudiArabia,Middle East / North Africa,82,8,60.6,-1.9,40,-5,44,-3,99.6,0,52.2,14.9,68.2,-19.3,69.2,-1.9,65.7,0.8,77.3,-5,40,0,50,0,3.9,2.5,2.5,5.4,39.9,Saudi Arabia,28.2,$682.80 ,6.8,3.5,"$24,237 ",10.9,5,"$16,400.00 ",7.5
143,Senegal,Senegal,Sub-Saharan Africa,116,19,55.5,0.1,40,0,29,0,65.2,-0.2,75.6,-2.9,56.7,-1.7,41.3,-2.2,79.6,-2,72.2,0,55,10,40,0,8.9,50,25,18.8,28.5,Senegal,13.4,$25.20 ,2.6,3.5,"$1,871 ",48,3.4,$286.10 ,40.6
144,Serbia,Serbia,Europe,94,37,58.6,0.6,40,0,33,-2,84.2,0.1,40.3,1,60.2,3.7,70.4,1.7,65.3,-2.7,77.9,0,65,5,50,0,6,15,10,35.4,44.6,Serbia,7.4,$78.90 ,1.8,1.7,"$10,642 ",23.4,11.2,"$2,709.30 ",47.9
145,Seychelles,Seychelles,Sub-Saharan Africa,124,23,54.9,1.9,50,0,48,0,77.6,1.6,56.9,-2.7,69.2,6.9,63.5,5.5,75.6,8.2,33.4,0,45,0,30,0,28.3,15,33,30.4,37.9,Seychelles,0.1,$2.20 ,4.9,4.1,"$24,726 ",2,2.6,$143.90 ,83
146,Sierra Leone,SierraLeone,Sub-Saharan Africa,151,37,48.3,-0.8,10,0,25,1,80.7,-0.2,75.9,-8.4,51.5,-0.3,26.3,-15.7,68.5,-1.6,70.2,7.4,55,10,20,0,13.6,30,30,11.6,28.3,Sierra Leone,6,$5.10 ,5.3,5.1,$849 ,N/A,18.5,$48.70 ,60
147,Singapore,Singapore,Asia-Pacific,2,2,88,0.5,90,0,92,-1,91.1,-0.2,91.3,0,97.1,-0.1,91.4,-0.7,82,-2.8,90,0,75,0,80,10,0,20,17,14.1,17,Singapore,5.3,$314.90 ,4.9,5.7,"$59,711 ",2,5.2,"$64,003.20 ",100.8
148,Slovakia,Slovakia,Europe,42,20,68.7,1.7,50,0,40,-3,84.7,0.5,58,9.8,71,0,72.2,14.1,79.1,-4.4,86.8,-0.3,75,0,70,0,1.6,19,19,28.4,37.4,Slovakia,5.4,$126.90 ,3.3,3.6,"$23,304 ",14.4,4.1,"$2,142.90 ",44.6
149,Slovenia,Slovenia,Europe,76,34,61.7,-1.2,60,0,59,-5,65.7,0.9,22.3,-5.6,80.7,-0.7,40.4,-1.8,81.6,0.4,86.8,-0.3,70,0,50,0,1.6,41,18,37.7,50.9,Slovenia,2,$57.90 ,-0.2,0.6,"$28,642 ",8.4,1.8,$999.20 ,47.3
150,Solomon Islands,SolomonIslands,Asia-Pacific,165,37,45,-1.2,30,0,27,-1,66.2,-3.1,6.1,-24.2,66.6,2.9,66.4,-1.7,75.4,-2,72.6,17.2,10,0,30,0,8.7,40,30,29.6,55.9,Solomon Islands,0.5,$1.70 ,9.3,4.9,"$3,192 ",N/A,6.7,$146.40 ,22.6
151,South Africa,SouthAfrica,Sub-Saharan Africa,74,6,61.8,-0.9,50,0,41,-4,70.5,-0.2,69.2,-2.7,74.7,-1.1,55.6,-1.7,75.8,0.8,76.3,0,45,0,60,0,4.4,40,28,23.8,32,South Africa,50.6,$555.10 ,3.1,2.7,"$10,973 ",24.9,5,"$5,807.40 ",38.8
152,Spain,Spain,Europe,46,22,68,-1.1,70,0,62,1,53.9,-7.4,43,5.9,80.3,-1,54.3,2.5,79.9,-1.6,86.8,-0.3,80,0,70,-10,1.6,52,30,31.7,43.6,Spain,46.2,"$1,413.50 ",0.7,0.2,"$30,626 ",25.1,3.1,"$29,476.30 ",68.5
153,Sri Lanka,SriLanka,Asia-Pacific,81,13,60.7,2.4,40,0,33,1,84.7,11.2,86.5,5.1,77,-1,60.8,-1.3,69.1,0.6,76.2,-0.9,40,10,40,0,6.9,24,28,12.9,21.2,Sri Lanka,20.5,$116.50 ,8.2,6.5,"$5,674 ",4.2,6.7,$300.00 ,78.5
154,Sudan,Sudan,Sub-Saharan Africa,N/A,N/A,N/A,N/A,N/A,N/A,16,N/A,N/A,N/A,89.9,N/A,57.4,N/A,65.4,N/A,64.5,N/A,N/A,N/A,15,N/A,N/A,N/A,$14.80 ,10,$35.00 ,6.5,18.358,Sudan,32.7,$89.00 ,-3.9,3.5,"$2,726 ",N/A,18.1,"$1,936.00 ",73.1
155,Suriname,Suriname,South and Central America / Caribbean,135,23,52,-0.6,40,0,30,-7,71.6,8.4,72.5,5,40.2,-0.5,77.5,-3.7,66.7,-7.8,66.3,0,25,0,30,0,11.9,38,36,10,30.3,Suriname,0.5,$5.10 ,4.5,3.1,"$9,475 ",9,17.7,($585.20),20.6
156,Swaziland,Swaziland,Sub-Saharan Africa,104,16,57.2,0,40,0,31,-1,74.4,7.2,51.3,-5.2,66,-0.4,70.3,-0.5,74.7,0.2,69.7,0,55,0,40,0,10.2,33,30,23.8,40.3,Swaziland,1.2,$6.20 ,0.3,1.9,"$5,302 ",40,6.1,$94.80 ,17.5
157,Sweden,Sweden,Europe,18,9,72.9,1.2,90,0,93,1,39.6,0.5,21,12.2,93.2,-1.4,53.6,-1,82.1,1.2,86.8,-0.3,90,0,80,0,1.6,57,26.3,45.8,51.3,Sweden,9.5,$381.70 ,4,1.5,"$40,394 ",7.8,1.4,"$12,090.60 ",37.4
158,Switzerland,Switzerland,Europe,5,1,81,-0.1,90,0,88,1,68.1,0.2,63.8,-2,75.8,-2.1,87.9,0,86.2,1.8,90,0,80,0,80,0,0,41.5,24,29.8,34.7,Switzerland,7.8,$339.90 ,1.9,1.7,"$43,370 ",4.2,0.2,($196.50),48.6
159,Syria,Syria,Middle East / North Africa,N/A,N/A,N/A,N/A,20,N/A,26,N/A,86.2,N/A,N/A,N/A,59.3,N/A,48.9,N/A,71.5,N/A,72.8,N/A,10,N/A,20,N/A,6.1,22,28,10.4,N/A,Syria,20.5,$106.00 ,-3.4,N/A,"$4,630 ",N/A,4.8,"$1,059.50 ",N/A
