CountryID,Country Name,WEBNAME,Region,World Rank,Region Rank,Score 2015,Change in Yearly Score from 2014,Property Rights,Change in Property Rights from 2014,Freedom from Corruption,Change in Freedom from Corruption from 2014,Fiscal Freedom ,Change in Fiscal Freedom from 2014,Gov't Spending,Change in Gov't Spending from 2014,Business Freedom,Change in Business Freedom from 2014,Labor Freedom,Change in Labor Freedom from 2014,Monetary Freedom,Change in Monetary Freedom from 2014,Trade Freedom,Change in Trade Freedom from 2014,Investment Freedom ,Change in Investment Freedom from 2014,Financial Freedom,Change in Financial Freedom from 2014,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,Gov't Expenditure % of GDP ,Country,Population (Millions),"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),FDI Inflow (Millions),Public Debt (% of GDP)
1,Afghanistan,Afghanistan,Asia-Pacific,N/A,N/A,N/A,N/A,N/A,N/A,8.0,-2.0,91.7,0.5,81.2,-3.0,61.4,-1.7,67.5,-7.5,72.6,-1.7,N/A,N/A,55.0,-10.0,N/A,N/A,N/A,20.0,20.0,5.5,25.0,Afghanistan,30.6,$35.1 ,3.6,10.5,"$1,150",8.5,7.4,69.3,N/A
2,Albania,Albania,Europe,63,29,65.7,-1.2,30.0,0.0,31.0,0.6,87.2,-5.5,76.1,0.5,70.6,-7.5,52.9,3.2,80.8,0.8,87.8,0.3,70.0,-5.0,70.0,0.0,1.1,23.0,15.0,22.9,28.2,Albania,2.8,$26.5 ,0.7,2.4,"$9,506",16.1,1.9,"1,225.5",70.5
3,Algeria,Algeria,Middle East / North Africa,157,14,48.9,-1.9,30.0,0.0,36.0,7.3,80.0,-0.5,38.7,-12.3,66.6,0.3,50.5,2.2,71.2,3.4,60.8,0.0,25.0,-20.0,30.0,0.0,12.1,35.0,25.0,12.2,45.2,Algeria,37.9,$285.5 ,2.7,2.8,"$7,534",9.8,3.3,"1,691.0",9.2
4,Angola,Angola,Sub-Saharan Africa,158,39,47.9,0.2,15.0,0.0,23.0,5.3,84.5,-3.2,50.1,-5.2,47.4,-0.1,43.2,3.1,65.4,1.8,70.2,0.1,40.0,0.0,40.0,0.0,7.4,17.0,35.0,5.6,40.8,Angola,20.8,$130.1 ,4.1,3.8,"$6,247",8.4,8.8,"-4,284.8",26.6
5,Argentina,Argentina,South and Central America / Caribbean,169,27,44.1,-0.5,15.0,0.0,34.0,4.5,66.8,3.3,41.2,-8.7,52.8,-1.1,43.3,-1.6,59.6,-0.4,68.8,-0.1,30.0,0.0,30.0,0.0,5.6,35.0,35.0,29.5,44.3,Argentina,41.5,$777.9 ,4.3,4.9,"$18,749",7.3,10.6,"9,082.0",46.9
6,Armenia,Armenia,Europe,52,23,67.1,-1.8,20.0,-10.0,36.0,9.3,84.4,-2.1,82.8,1.5,82.7,-0.4,64.3,-14.2,70.6,-6.4,85.4,-0.1,75.0,5.0,70.0,0.0,2.3,26.0,20.0,22.0,23.9,Armenia,3.3,$20.4 ,3.2,0.3,"$6,191",16.0,5.8,370.0,41.9
7,Australia,Australia,Asia-Pacific,4,4,81.4,-0.6,90.0,0.0,81.0,-6.7,63.7,-0.5,61.8,-0.8,94.1,-0.5,81.6,2.4,85.3,4.8,86.4,0.0,80.0,-5.0,90.0,0.0,1.8,45.0,30.0,26.5,35.7,Australia,23.2,$999.6 ,2.4,2.5,"$43,073",5.6,2.5,"49,826.2",28.8
8,Austria,Austria,Europe,30,16,71.2,-1.2,90.0,0.0,69.0,-6.5,50.1,-0.9,19.8,-3.7,78.0,1.7,76.7,-3.8,80.3,0.8,88.0,0.2,90.0,0.0,70.0,0.0,1.0,50.0,25.0,43.2,51.7,Austria,8.5,$361.4 ,0.4,0.4,"$42,597",4.8,2.1,"11,082.7",74.2
9,Azerbaijan,Azerbaijan,Asia-Pacific,85,17,61.0,-0.3,20.0,0.0,28.0,5.3,88.1,0.0,59.7,-5.1,74.5,1.0,79.1,1.2,79.8,1.0,76.0,-1.2,55.0,-5.0,50.0,0.0,4.5,25.0,20.0,12.7,36.7,Azerbaijan,9.3,$102.8 ,5.8,4.4,"$11,044",5.5,2.4,"2,632.0",13.8
10,Bahamas,Bahamas,South and Central America / Caribbean,41,4,68.7,-1.1,70.0,0.0,71.0,4.4,97.8,0.5,83.2,-0.9,68.9,-1.8,75.3,-6.2,78.8,3.7,52.2,0.0,30.0,0.0,60.0,-10.0,18.9,0.0,0.0,15.0,23.7,The Bahamas,0.4,$11.4 ,1.9,0.4,"$32,036",13.6,0.3,"1,110.8",56.3
11,Bahrain,Bahrain,Middle East / North Africa,18,1,73.4,-1.7,60.0,0.0,48.0,-1.4,99.9,0.0,73.1,1.7,72.5,-3.8,83.1,1.1,74.2,-4.2,78.6,0.0,65.0,-10.0,80.0,0.0,5.7,0.0,0.0,3.4,29.9,Bahrain,1.2,$40.6 ,4.9,3.4,"$34,584",7.4,3.3,988.8,43.9
12,Bangladesh,Bangladesh,Asia-Pacific,131,27,53.9,-0.2,20.0,0.0,27.0,3.7,72.7,0.2,92.0,-0.3,62.2,-8.6,63.7,11.8,67.7,1.8,59.0,0.0,45.0,-10.0,30.0,0.0,13.0,25.0,45.0,9.0,16.3,Bangladesh,156.3,$325.1 ,5.8,6.1,"$2,080",4.3,7.5,"1,599.1",39.7
13,Barbados,Barbados,South and Central America / Caribbean,46,7,67.9,-0.4,80.0,0.0,75.0,-2.9,73.8,-0.2,42.1,-7.7,71.6,-1.2,69.2,-9.2,78.2,3.6,63.8,3.2,65.0,10.0,60.0,0.0,13.1,35.0,25.0,27.8,43.9,Barbados,0.3,$7.0 ,-0.7,-0.8,"$25,181",12.2,2.3,376.4,92.0
14,Belarus,Belarus,Europe,153,42,49.8,-0.3,20.0,0.0,29.0,4.4,86.4,-2.8,54.7,-6.5,72.0,-1.4,80.1,2.4,44.5,10.6,81.0,-0.4,20.0,-10.0,10.0,0.0,2.0,12.0,18.0,29.8,38.9,Belarus,9.5,$149.1 ,0.9,3.2,"$15,753",5.9,18.3,"2,232.7",36.7
15,Belgium,Belgium,Europe,40,18,68.8,-1.1,80.0,0.0,75.0,0.8,43.6,-1.2,10.2,-4.6,90.7,0.8,63.7,-9.0,81.7,2.2,88.0,0.2,85.0,0.0,70.0,0.0,1.0,50.0,33.0,45.3,54.7,Belgium,11.2,$422.8 ,0.2,0.3,"$37,881",8.6,1.2,"-2,405.9",99.8
16,Belize,Belize,South and Central America / Caribbean,117,20,56.8,0.1,30.0,0.0,6.7,0.0,82.4,0.3,78.3,4.1,59.1,-12.5,61.8,-5.4,79.3,1.7,70.4,2.6,50.0,10.0,50.0,0.0,9.8,25.0,25.0,22.5,26.9,Belize,0.3,$3.0 ,1.6,2.2,"$8,716",8.2,0.5,89.3,75.5
17,Benin,Benin,Sub-Saharan Africa,99,11,58.8,1.7,30.0,0.0,36.0,6.5,68.3,0.0,86.7,0.6,55.2,4.2,53.2,2.7,79.9,4.5,58.4,-1.6,70.0,0.0,50.0,0.0,15.8,45.0,30.0,15.5,21.0,Benin,10.3,$16.7 ,5.6,3.9,"$1,623",1,1.0,320.1,29.8
18,Bhutan,Bhutan,Asia-Pacific,115,24,57.4,0.7,60.0,0.0,63.0,4.2,82.6,-0.3,60.1,2.9,61.9,2.5,81.1,-2.5,66.0,0.2,49.4,0.0,20.0,0.0,30.0,0.0,17.8,25.0,30.0,14.8,36.5,Bhutan,0.7,$4.7 ,5.0,7.3,"$6,370",2.1,8.7,21.3,110.7
19,Bolivia,Bolivia,South and Central America / Caribbean,163,26,46.8,-1.6,10.0,0.0,34.0,5.9,86.8,-0.3,60.9,-1.6,53.7,0.3,25.5,-4.4,69.7,-0.3,77.6,0.0,10.0,-5.0,40.0,-10.0,3.7,13.0,25.0,22.9,36.1,Bolivia,11.0,$59.2 ,6.8,4.9,"$5,364",3.2,5.7,"1,749.6",33.1
20,Bosnia and Herzegovina,BosniaHerzegovina,Europe,97,38,59.0,0.6,20.0,0.0,42.0,8.1,82.9,0.0,27.3,-0.1,53.5,-2.0,63.4,1.0,84.0,3.9,87.2,0.3,70.0,-5.0,60.0,0.0,1.4,10.0,10.0,38.8,49.2,Bosnia and Herzegovina,3.9,$32.1 ,1.2,-0.2,"$8,280",28.6,-0.1,331.7,42.7
21,Botswana,Botswana,Sub-Saharan Africa,36,2,69.8,-2.2,70.0,0.0,64.0,2.8,79.5,-1.5,61.9,-7.9,66.8,-1.7,70.0,0.3,73.9,1.5,72.2,-10.5,70.0,-5.0,70.0,0.0,6.4,25.0,22.0,30.7,35.7,Botswana,2.1,$34.1 ,3.9,2.8,"$16,377",18.4,5.8,188.2,15.9
22,Brazil,Brazil,South and Central America / Caribbean,118,21,56.6,-0.3,50.0,0.0,42.0,4.1,68.4,-0.4,50.9,-3.2,53.6,-0.2,52.1,2.3,69.4,-0.5,69.6,0.3,50.0,-5.0,60.0,0.0,7.7,27.5,34.0,35.3,40.4,Brazil,198.3,"$2,423.3 ",2.3,2.6,"$12,221",6.6,6.2,"64,045.3",66.3
23,Bulgaria,Bulgaria,Europe,55,26,66.8,1.1,30.0,0.0,41.0,5.8,91.0,-0.2,64.5,0.0,68.5,-5.0,76.6,-3.6,83.2,3.6,88.0,0.2,65.0,10.0,60.0,0.0,1.0,10.0,10.0,26.5,34.4,Bulgaria,7.2,$105.0 ,0.9,-0.4,"$14,499",13.1,0.4,"1,450.4",17.6
24,Burkina Faso,BurkinaFaso,Sub-Saharan Africa,102,13,58.6,-0.3,25.0,-5.0,38.0,6.7,82.4,-0.6,79.8,-2.5,49.6,-11.1,57.8,2.8,80.0,1.2,68.2,0.4,65.0,5.0,40.0,0.0,8.4,27.5,27.5,15.8,25.9,Burkina Faso,16.8,$26.6 ,6.8,6.4,"$1,585",3.1,2.0,374.3,33.3
25,Burma,Burma,Asia-Pacific,161,38,46.9,0.4,10.0,0.0,21.0,9.4,86.9,0.0,77.9,-11.3,28.7,0.4,79.3,3.6,66.1,1.3,74.2,0.6,15.0,0.0,10.0,0.0,2.9,20.0,30.0,3.8,27.2,Burma,64.9,$113.0 ,7.5,6.2,"$1,740",3.5,5.8,"2,621.0",42.7
26,Burundi,Burundi,Sub-Saharan Africa,132,27,53.7,2.3,20.0,0.0,21.0,5.1,73.5,0.0,61.3,9.4,61.4,1.6,68.1,5.0,69.8,1.6,72.2,0.4,60.0,0.0,30.0,0.0,6.4,35.0,35.0,14.1,35.9,Burundi,9.0,$5.8 ,4.5,4.3,$642,8.5,8.8,6.8,31.7
27,Cambodia,Cambodia,Asia-Pacific,110,23,57.5,0.1,25.0,-5.0,20.0,1.3,90.5,-0.3,87.5,-0.9,29.2,-7.4,62.2,12.0,78.7,0.8,72.2,1.2,60.0,0.0,50.0,0.0,8.9,20.0,20.0,12.2,20.4,Cambodia,15.4,$39.7 ,7.0,5.5,"$2,576",0.3,3.0,"1,396.0",28.1
28,Cameroon,Cameroon,Sub-Saharan Africa,146,35,51.9,-0.7,25.0,-5.0,25.0,3.1,71.7,0.0,87.8,1.8,41.6,-3.4,47.8,-8.3,75.6,6.2,59.6,-1.6,35.0,0.0,50.0,0.0,12.7,35.0,38.5,11.0,20.2,Cameroon,22.0,$53.3 ,4.6,3.7,"$2,423",4.0,2.1,572.0,18.6
29,Canada,Canada,North America,6,1,79.1,-1.1,90.0,0.0,81.0,-6.7,79.9,0.2,48.3,1.0,89.0,-0.3,76.1,-7.0,77.9,1.6,88.4,0.1,80.0,0.0,80.0,0.0,0.8,29.0,15.0,30.7,41.5,Canada,35.1,"$1,526.1 ",2.0,1.4,"$43,472",7.1,1.0,"62,324.7",89.1
30,Cabo Verde,CaboVerde,Sub-Saharan Africa,60,3,66.4,0.3,75.0,5.0,58.0,3.1,78.3,0.9,67.9,-0.7,61.8,-2.0,42.1,-5.9,81.0,1.9,69.6,0.0,70.0,0.0,60.0,0.0,10.2,35.0,25.0,18.0,32.7,Cape Verde,0.5,$2.2 ,0.5,1.1,"$4,338",8.6,1.5,18.7,95.0
31,Central African Republic,CentralAfricanRepublic,Sub-Saharan Africa,166,41,45.9,-0.8,15.0,5.0,25.0,4.4,65.0,-0.1,92.0,-0.6,27.2,-6.7,37.5,-2.9,69.6,-2.9,52.4,0.6,45.0,-5.0,30.0,0.0,16.3,50.0,30.0,9.8,16.3,Central African Republic,4.6,$2.5 ,-36.0,-6.3,$542,8.8,6.6,0.8,50.8
32,Chad,Chad,Sub-Saharan Africa,165,40,45.9,1.4,20.0,0.0,19.0,3.1,46.2,0.0,83.6,3.6,27.1,2.2,47.7,4.4,75.6,5.8,55.2,0.0,45.0,-5.0,40.0,0.0,14.9,60.0,45.0,5.1,23.4,Chad,11.0,$28.0 ,3.6,6.0,"$2,539",8.6,0.2,538.4,30.2
33,Chile,Chile,South and Central America / Caribbean,7,1,78.5,-0.2,90.0,0.0,71.0,-1.3,76.5,0.0,83.3,-0.5,69.3,0.0,67.0,-2.3,85.6,1.5,82.0,0.0,90.0,0.0,70.0,0.0,4.0,40.0,20.0,18.8,23.6,Chile,17.6,$334.8 ,4.2,4.0,"$19,067",5.9,1.8,"20,258.2",12.2
34,China,China,Asia-Pacific,139,30,52.7,0.2,20.0,0.0,40.0,5.0,69.7,-0.2,81.5,-1.4,52.1,2.4,63.0,1.1,74.2,0.9,71.8,0.0,25.0,-5.0,30.0,0.0,4.1,45.0,25.0,19.4,24.8,China,1360.8,"$13,395.4 ",7.7,8.9,"$9,844",4.6,2.6,"123,911.0",22.4
35,Colombia,Colombia,South and Central America / Caribbean,28,2,71.7,1.0,50.0,0.0,36.0,2.8,80.3,-0.3,76.0,1.1,81.5,-3.7,81.7,1.2,80.1,1.3,81.2,2.4,80.0,5.0,70.0,0.0,4.4,33.0,25.0,16.1,28.3,Colombia,47.2,$527.6 ,4.3,4.1,"$11,189",10.5,2.0,"16,771.7",31.8
36,Comoros,Comoros,Sub-Saharan Africa,142,32,52.1,0.7,30.0,0.0,28.0,5.9,64.5,0.0,78.8,-6.5,47.3,-2.1,52.0,1.9,77.9,3.4,73.0,0.3,40.0,5.0,30.0,0.0,6.0,30.0,50.0,12.3,26.6,Comoros,0.7,$0.9 ,3.5,2.5,"$1,287",7.9,2.3,13.9,19.0
37,"Congo, Democratic Republic of the Congo",DemcoraticRepublicCongo,Sub-Saharan Africa,168,42,45.0,4.4,10.0,0.0,22.0,4.4,72.9,3.5,85.7,11.1,42.8,12.8,38.4,-0.1,75.1,12.1,63.0,0.0,20.0,0.0,20.0,0.0,11.0,30.0,40.0,14.5,21.8,Democratic Republic of Congo,77.0,$49.9 ,8.5,6.5,$648,7.9,0.8,"2,098.2",21.6
38,"Congo, Republic of",RepublicCongo,Sub-Saharan Africa,170,43,42.7,-1.0,10.0,0.0,22.0,1.4,67.4,-0.1,60.7,-18.9,36.8,1.7,36.0,-11.0,71.6,-0.4,62.4,6.8,30.0,10.0,30.0,0.0,11.3,45.0,34.0,8.7,36.2,Republic of Congo,4.2,$20.0 ,4.5,5.6,"$4,791",7.8,4.6,"2,038.3",30.8
39,Costa Rica,CostaRica,South and Central America / Caribbean,51,10,67.2,0.3,50.0,0.0,53.0,2.1,80.0,0.0,89.9,-0.1,64.5,-0.4,54.6,1.3,75.8,-0.5,83.8,0.0,70.0,0.0,50.0,0.0,3.1,25.0,30.0,21.9,18.3,Costa Rica,4.8,$61.6 ,3.5,3.4,"$12,942",7.7,5.2,"2,652.0",37.0
40,Côte d'Ivoire,CoteDivoire,Sub-Saharan Africa,103,14,58.5,0.8,35.0,5.0,27.0,4.9,77.7,-1.4,82.4,2.6,65.4,10.3,46.0,-13.0,75.0,-5.6,71.4,0.0,55.0,5.0,50.0,0.0,6.8,36.0,25.0,17.6,24.2,Côte d'Ivoire,24.1,$43.8 ,8.1,3.7,"$1,818",3.9,2.6,371.0,43.2
41,Croatia,Croatia,Europe,81,35,61.5,1.1,40.0,0.0,48.0,6.9,74.9,5.5,46.5,0.7,55.8,-5.6,42.8,3.4,80.0,0.8,87.2,-0.2,80.0,0.0,60.0,0.0,1.4,40.0,20.0,22.6,42.2,Croatia,4.3,$77.9 ,-1.0,-2.5,"$18,191",17.2,2.2,580.1,59.8
42,Cuba,Cuba,South and Central America / Caribbean,177,29,29.6,0.9,10.0,0.0,46.0,4.8,61.8,1.8,0.0,0.0,20.0,0.0,20.0,0.0,64.8,-1.0,63.8,3.8,0.0,0.0,10.0,0.0,8.1,50.0,30.0,20.5,60.2,Cuba,N/A,N/A,N/A,N/A,N/A,3.2,N/A,N/A,N/A
43,Cyprus,Cyprus,Europe,45,20,67.9,0.3,70.0,0.0,63.0,-1.0,79.5,-0.2,36.7,0.5,79.5,-0.2,59.6,-10.6,82.7,3.9,88.0,5.2,70.0,5.0,50.0,0.0,1.0,35.0,12.5,25.9,45.9,Cyprus,0.9,$22.3 ,-6.0,-1.7,"$25,265",15.7,0.4,533.3,112.0
44,Czech Republic,CzechRepublic,Europe,24,13,72.5,0.3,75.0,5.0,48.0,2.7,81.5,-0.2,40.6,-3.2,68.2,-1.9,82.9,-1.1,81.2,1.8,88.0,0.2,80.0,0.0,80.0,0.0,1.0,15.0,19.0,35.5,44.5,Czech Republic,10.5,$286.0 ,-0.9,-0.5,"$27,200",7.0,1.4,"4,990.4",47.9
45,Denmark,Denmark,Europe,11,4,76.3,0.2,95.0,5.0,91.0,-2.7,39.6,0.3,1.8,1.3,97.4,-0.7,92.1,0.9,87.6,7.6,88.0,0.2,90.0,0.0,80.0,-10.0,1.0,56.0,24.5,48.0,57.2,Denmark,5.6,$211.9 ,0.4,-0.7,"$37,900",7.1,0.8,"2,083.2",45.2
46,Djibouti,Djibouti,Sub-Saharan Africa,112,18,57.5,1.6,25.0,-5.0,36.0,5.1,81.2,0.6,57.1,-5.7,55.4,12.7,66.6,1.5,78.9,1.7,54.8,0.0,70.0,5.0,50.0,0.0,17.6,30.0,25.0,18.9,37.8,Djibouti,0.9,$2.5 ,5.0,4.6,"$2,746",N/A,2.5,286.0,34.8
47,Dominica,Dominica,South and Central America / Caribbean,61,11,66.1,0.9,60.0,0.0,58.0,4.5,73.6,0.7,61.5,-0.2,71.6,-3.4,68.7,-2.0,89.5,3.7,72.8,0.1,75.0,5.0,30.0,0.0,8.6,35.0,30.0,22.6,35.8,Dominica,0.1,$1.0 ,0.8,0.0,"$14,283",N/A,-0.4,17.9,75.0
48,Dominican Republic,DominicanRepublic,South and Central America / Caribbean,86,16,61.0,-0.3,30.0,0.0,29.0,1.7,84.1,0.4,87.1,-5.2,53.5,-2.6,57.5,2.3,76.0,0.3,77.8,0.0,75.0,0.0,40.0,0.0,6.1,25.0,28.0,13.5,20.7,Dominican Republic,10.4,$103.2 ,4.1,4.7,"$9,911",15.0,4.8,"1,990.5",33.8
49,Ecuador,Ecuador,South and Central America / Caribbean,156,25,49.2,1.2,15.0,-5.0,35.0,9.0,79.1,-0.7,51.0,9.2,51.4,-1.4,51.3,-0.7,68.2,2.1,71.4,-0.4,30.0,0.0,40.0,0.0,4.3,35.0,22.0,19.4,40.4,Ecuador,15.8,$159.0 ,4.2,4.2,"$10,080",4.5,2.7,702.8,24.3
50,Egypt,Egypt,Middle East / North Africa,124,12,55.2,2.3,20.0,0.0,32.0,3.4,85.8,0.2,68.0,-1.6,65.4,2.7,53.6,7.9,67.4,6.9,70.0,-1.4,50.0,5.0,40.0,0.0,10.0,25.0,25.0,12.9,32.7,Egypt,84.2,$553.6 ,2.1,3.2,"$6,579",12.7,6.9,"5,553.0",89.2
51,El Salvador,ElSalvador,South and Central America / Caribbean,62,12,65.7,-0.5,35.0,-5.0,38.0,3.7,79.4,-0.2,85.5,-0.3,53.3,-6.3,53.3,-10.0,82.5,2.5,85.2,6.2,75.0,5.0,70.0,0.0,2.4,30.0,30.0,16.0,22.0,El Salvador,6.3,$47.5 ,1.6,0.8,"$7,515",6.3,0.8,140.1,54.9
52,Equatorial Guinea,EquatorialGuinea,Sub-Saharan Africa,173,44,40.4,-4.0,10.0,0.0,19.0,2.4,75.4,-0.1,31.4,-31.2,37.5,-5.9,33.5,-8.0,78.3,2.9,53.8,0.0,35.0,0.0,30.0,0.0,15.6,35.0,35.0,2.4,47.8,Equatorial Guinea,0.8,$17.7 ,-4.9,-1.3,"$23,370",9.1,3.2,"1,914.0",8.8
53,Eritrea,Eritrea,Sub-Saharan Africa,174,45,38.9,0.4,10.0,0.0,20.0,-2.9,57.0,0.0,71.8,5.7,18.2,-0.4,65.5,1.9,57.8,0.2,69.2,0.1,0.0,0.0,20.0,0.0,5.4,30.0,30.0,50.0,30.7,Eritrea,6.3,$4.5 ,1.3,4.6,$707,8.9,12.3,43.9,126.0
54,Estonia,Estonia,Europe,8,2,76.8,0.9,90.0,0.0,68.0,3.8,80.6,0.2,53.2,-2.8,81.5,3.9,58.7,2.8,77.6,0.7,88.0,0.2,90.0,0.0,80.0,0.0,1.0,21.0,21.0,32.5,39.5,Estonia,1.3,$29.8 ,0.8,0.2,"$23,144",8.5,3.5,949.8,11.3
55,Ethiopia,Ethiopia,Sub-Saharan Africa,149,37,51.5,1.5,30.0,0.0,33.0,6.0,77.4,-0.1,91.4,1.5,55.9,-1.9,56.4,1.7,66.1,7.1,64.4,0.2,20.0,0.0,20.0,0.0,10.3,35.0,30.0,11.6,16.9,Ethiopia,88.9,$121.4 ,9.7,10.1,"$1,366",5.7,8.0,953.0,22.2
56,Fiji,Fiji,Asia-Pacific,98,20,59.0,0.3,25.0,0.0,22.3,2.3,81.3,-1.0,74.6,-1.6,63.2,-1.7,75.2,2.1,78.3,3.1,70.2,0.0,50.0,0.0,50.0,0.0,9.9,29.0,20.0,25.0,29.1,Fiji,0.9,$4.5 ,3.0,1.8,"$5,085",8.0,2.9,272.1,52.9
57,Finland,Finland,Europe,19,9,73.4,0.0,90.0,0.0,89.0,-4.4,66.4,1.3,3.6,-5.3,92.6,-1.0,54.8,8.3,79.9,1.0,88.0,0.2,90.0,0.0,80.0,0.0,1.0,31.8,20.0,44.1,56.7,Finland,5.5,$194.2 ,-1.4,-1.0,"$35,617",8.1,2.2,"-1,064.8",57.0
58,France,France,Europe,73,33,62.5,-1.0,80.0,0.0,71.0,1.1,47.5,-0.9,2.5,-3.1,80.2,0.3,43.5,-8.3,77.5,1.4,83.0,0.2,70.0,0.0,70.0,0.0,1.0,45.0,34.3,45.3,57.0,France,63.7,"$2,278.0 ",0.3,0.2,"$35,784",10.5,1.0,"4,875.5",93.9
59,Gabon,Gabon,Sub-Saharan Africa,104,15,58.3,0.5,40.0,0.0,34.0,4.9,77.5,3.0,74.6,-7.1,57.9,-1.0,64.3,1.3,78.4,3.3,61.0,0.0,55.0,0.0,40.0,0.0,14.5,35.0,30.0,11.2,29.1,Gabon,1.6,$30.4 ,5.9,4.4,"$19,478",19.2,0.5,856.0,22.9
60,Gambia,Gambia,Sub-Saharan Africa,113,19,57.5,-2.0,25.0,-5.0,28.0,-3.7,75.4,-3.6,73.4,-6.4,55.7,-1.7,66.7,0.9,70.8,-0.5,65.0,0.0,65.0,0.0,50.0,0.0,12.5,35.0,32.0,14.4,29.8,The Gambia,1.9,$3.7 ,6.3,4.0,"$1,962",8.6,5.2,25.3,82.1
61,Georgia,Georgia,Europe,22,11,73.0,0.4,40.0,0.0,49.0,6.2,87.2,-0.1,73.8,4.1,88.6,0.8,79.9,-11.3,82.7,4.3,88.6,0.0,80.0,0.0,60.0,0.0,0.7,20.0,15.0,25.5,29.6,Georgia,4.5,$27.6 ,3.2,3.7,"$6,145",14.3,-0.5,"1,009.7",31.8
62,Germany,Germany,Europe,16,7,73.8,0.4,90.0,0.0,78.0,-2.1,60.8,-0.4,40.1,1.9,88.2,-1.7,51.2,4.8,81.5,0.7,88.0,0.2,90.0,0.0,70.0,0.0,1.0,47.5,15.8,37.6,44.7,Germany,80.8,"$3,232.5 ",0.5,0.7,"$40,007",5.3,1.6,"26,720.8",78.1
63,Ghana,Ghana,Sub-Saharan Africa,71,5,63.0,-1.2,50.0,0.0,46.0,5.6,84.6,-0.8,70.8,-12.5,62.5,-0.1,56.9,-3.3,69.2,3.4,64.8,0.0,65.0,-5.0,60.0,0.0,10.1,25.0,25.0,17.1,31.2,Ghana,25.6,$88.5 ,5.5,8.0,"$3,461",4.5,11.7,"3,226.3",60.1
64,Greece,Greece,Europe,130,40,54.0,-1.7,40.0,0.0,40.0,6.8,64.2,-1.7,0.0,-19.2,73.3,-2.5,51.6,-2.3,77.8,1.5,83.0,0.2,60.0,0.0,50.0,0.0,1.0,42.0,26.0,33.8,58.5,Greece,11.1,$265.6 ,-3.9,-5.2,"$24,012",27.6,-0.9,"2,566.5",173.8
65,Guatemala,Guatemala,South and Central America / Caribbean,87,17,60.4,-0.8,20.0,-5.0,29.0,0.3,79.6,0.0,94.1,0.5,54.7,-3.7,50.6,1.3,76.8,0.1,84.6,-0.8,65.0,0.0,50.0,0.0,2.7,31.0,31.0,10.9,14.1,Guatemala,15.5,$81.8 ,3.5,2.8,"$5,282",2.8,4.3,"1,308.9",24.4
66,Guinea,Guinea,Sub-Saharan Africa,144,33,52.1,-1.4,15.0,-5.0,24.0,4.8,68.1,-1.2,79.5,-6.7,51.6,-0.2,74.4,1.0,66.7,2.6,61.2,0.0,40.0,-10.0,40.0,0.0,11.9,40.0,35.0,19.0,26.1,Guinea,11.1,$12.5 ,2.5,2.4,"$1,125",3.1,12.0,24.8,37.8
67,Guinea-Bissau,GuineaBissau,Sub-Saharan Africa,145,34,52.0,0.7,20.0,0.0,19.0,-1.2,89.1,0.1,88.0,1.4,39.6,-0.9,61.7,0.3,77.5,3.1,65.4,4.0,30.0,0.0,30.0,0.0,9.8,20.0,25.0,8.3,20.0,Guinea-Bissau,1.6,$1.9 ,0.3,2.1,"$1,206",8.5,0.6,14.5,61.0
68,Guyana,Guyana,South and Central America / Caribbean,123,22,55.5,-0.2,25.0,-5.0,27.0,2.6,68.7,0.3,70.8,-1.0,63.8,-0.5,74.5,1.9,78.4,0.3,72.0,0.0,45.0,0.0,30.0,0.0,6.5,33.3,40.0,20.5,31.2,Guyana,0.8,$6.6 ,4.8,4.5,"$8,250",11.2,3.5,240.3,63.9
69,Haiti,Haiti,South and Central America / Caribbean,151,24,51.3,2.4,10.0,0.0,19.0,2.1,80.3,0.0,76.2,9.9,43.1,9.8,63.7,-4.8,73.5,-0.1,77.6,7.2,40.0,0.0,30.0,0.0,3.7,30.0,30.0,12.9,28.2,Haiti,10.3,$13.6 ,4.3,2.0,"$1,315",7.1,6.8,190.0,21.3
70,Honduras,Honduras,South and Central America / Caribbean,116,19,57.4,0.3,30.0,0.0,26.0,2.3,84.9,0.0,78.7,-1.1,53.2,-2.2,28.0,1.5,75.4,0.3,77.6,2.2,60.0,0.0,60.0,0.0,6.2,25.0,25.0,16.1,26.6,Honduras,8.1,$39.2 ,2.6,2.3,"$4,839",4.2,5.2,"1,059.7",40.2
71,Hong Kong SAR,HongKong,Asia-Pacific,1,1,89.6,-0.5,90.0,0.0,75.0,-7.3,93.2,0.2,89.7,0.0,100.0,1.1,95.9,0.4,81.8,-0.2,90.0,0.0,90.0,0.0,90.0,0.0,0.0,15.0,16.5,13.7,18.5,Hong Kong,7.2,$381.9 ,2.9,2.7,"$52,722",3.3,4.3,"76,632.8",0.5
72,Hungary,Hungary,Europe,54,25,66.8,-0.2,55.0,-5.0,54.0,5.4,78.7,-2.4,25.9,-0.9,74.5,-4.8,67.7,2.0,79.2,3.6,88.0,0.2,75.0,0.0,70.0,0.0,1.0,16.0,19.0,38.9,49.7,Hungary,9.9,$198.2 ,1.1,-1.0,"$20,065",10.5,1.7,"3,091.1",79.2
